state,state_abbr,year,killed_raw,wounded_raw,victims_raw,incident_count_raw
California,CA,2006,1,0,1,1
California,CA,2007,1,1,2,2
California,CA,2008,1,0,1,1
California,CA,2009,1,7,8,4
California,CA,2010,1,2,3,2
California,CA,2011,2,3,5,3
California,CA,2012,7,7,14,2
California,CA,2013,6,7,13,3
California,CA,2014,1,2,3,3
Colorado,CO,1990,0,0,0,0
Colorado,CO,1991,0,0,0,0
Colorado,CO,1992,0,0,0,0
Colorado,CO,1993,0,0,0,0
Colorado,CO,1994,0,0,0,0
Colorado,CO,1995,0,0,0,0
Colorado,CO,1996,0,0,0,0
Colorado,CO,1997,0,0,0,0
Colorado,CO,1998,0,0,0,0
Colorado,CO,1999,15,23,38,1
Colorado,CO,2000,0,0,0,0
Colorado,CO,2001,0,0,0,0
Colorado,CO,2002,0,0,0,0
Colorado,CO,2003,0,0,0,0
Colorado,CO,2004,0,0,0,0
Colorado,CO,2005,0,0,0,0
Colorado,CO,2006,2,1,3,1
Colorado,CO,2007,6,5,11,1
Colorado,CO,2008,0,0,0,0
Colorado,CO,2009,0,0,0,0
Colorado,CO,2010,0,2,2,1
Colorado,CO,2011,0,0,0,0
Colorado,CO,2012,0,0,0,0
Colorado,CO,2013,2,0,2,1
Colorado,CO,2014,0,0,0,0
Connecticut,CT,1990,0,0,0,0
Connecticut,CT,1991,0,0,0,0
Connecticut,CT,1992,0,0,0,0
Connecticut,CT,1993,0,0,0,0
Connecticut,CT,1994,0,0,0,0
Connecticut,CT,1995,0,0,0,0
Connecticut,CT,1996,0,0,0,0
Connecticut,CT,1997,0,0,0,0
Connecticut,CT,1998,0,0,0,0
Connecticut,CT,1999,0,0,0,0
Connecticut,CT,2000,0,0,0,0
Connecticut,CT,2001,0,0,0,0
Connecticut,CT,2002,0,0,0,0
Connecticut,CT,2003,0,0,0,0
Connecticut,CT,2004,0,0,0,0
Connecticut,CT,2005,0,0,0,0
Connecticut,CT,2006,0,0,0,0
Connecticut,CT,2007,0,0,0,0
Connecticut,CT,2008,0,0,0,0
Connecticut,CT,2009,1,0,1,1
Connecticut,CT,2010,0,0,0,0
Connecticut,CT,2011,0,0,0,0
Connecticut,CT,2012,28,2,30,1
Connecticut,CT,2013,0,0,0,0
Connecticut,CT,2014,0,1,1,1
Delaware,DE,1990,0,0,0,0
Delaware,DE,1991,0,0,0,0
Delaware,DE,1992,0,0,0,0
Delaware,DE,1993,0,0,0,0
Delaware,DE,1994,0,0,0,0
Delaware,DE,1995,0,0,0,0
Delaware,DE,1996,0,0,0,0
Delaware,DE,1997,0,0,0,0
Delaware,DE,1998,0,0,0,0
Delaware,DE,1999,0,0,0,0
Delaware,DE,2000,0,0,0,0
Delaware,DE,2001,0,0,0,0
Delaware,DE,2002,0,0,0,0
Delaware,DE,2003,0,0,0,0
Delaware,DE,2004,0,0,0,0
Delaware,DE,2005,0,0,0,0
Delaware,DE,2006,0,0,0,0
Delaware,DE,2007,1,1,2,1
Delaware,DE,2008,0,0,0,0
Delaware,DE,2009,0,0,0,0
Delaware,DE,2010,0,0,0,0
Delaware,DE,2011,0,0,0,0
Delaware,DE,2012,0,0,0,0
Delaware,DE,2013,0,0,0,0
Delaware,DE,2014,0,0,0,0
Florida,FL,1990,0,0,0,0
Florida,FL,1991,0,0,0,0
Florida,FL,1992,0,0,0,0
Florida,FL,1993,0,0,0,0
Florida,FL,1994,0,0,0,0
Florida,FL,1995,0,0,0,0
Florida,FL,1996,0,0,0,0
Florida,FL,1997,1,0,1,1
Florida,FL,1998,0,0,0,0
Florida,FL,1999,0,0,0,0
Florida,FL,2000,1,0,1,1
Florida,FL,2001,0,0,0,0
Florida,FL,2002,0,0,0,0
Florida,FL,2003,0,0,0,0
Florida,FL,2004,0,0,0,0
Florida,FL,2005,0,0,0,0
Florida,FL,2006,1,0,1,1
Florida,FL,2007,0,0,0,0
Florida,FL,2008,1,0,1,1
Florida,FL,2009,0,0,0,0
Florida,FL,2010,1,0,1,1
Florida,FL,2011,0,0,0,0
Florida,FL,2012,3,0,3,2
Florida,FL,2013,5,3,8,6
Florida,FL,2014,3,6,9,5
Georgia,GA,1990,0,0,0,0
Georgia,GA,1991,0,0,0,0
Georgia,GA,1992,0,0,0,0
Georgia,GA,1993,1,1,2,1
Georgia,GA,1994,1,0,1,1
Georgia,GA,1995,0,0,0,0
Georgia,GA,1996,1,1,2,1
Georgia,GA,1997,0,0,0,0
Georgia,GA,1998,0,0,0,0
Georgia,GA,1999,2,6,8,2
Georgia,GA,2000,0,0,0,0
Georgia,GA,2001,0,0,0,0
Georgia,GA,2002,0,0,0,0
Georgia,GA,2003,0,0,0,0
Georgia,GA,2004,0,0,0,0
Georgia,GA,2005,0,0,0,0
Georgia,GA,2006,0,0,0,0
Georgia,GA,2007,0,0,0,0
Georgia,GA,2008,0,0,0,0
Georgia,GA,2009,0,0,0,0
Georgia,GA,2010,0,0,0,0
Georgia,GA,2011,0,0,0,0
Georgia,GA,2012,0,0,0,0
Georgia,GA,2013,0,4,4,2
Georgia,GA,2014,1,4,5,5
Hawaii,HI,1990,0,0,0,0
Hawaii,HI,1991,0,0,0,0
Hawaii,HI,1992,0,0,0,0
Hawaii,HI,1993,0,0,0,0
Hawaii,HI,1994,0,0,0,0
Hawaii,HI,1995,0,0,0,0
Hawaii,HI,1996,0,0,0,0
Hawaii,HI,1997,0,0,0,0
Hawaii,HI,1998,0,0,0,0
Hawaii,HI,1999,0,0,0,0
Hawaii,HI,2000,0,0,0,0
Hawaii,HI,2001,0,0,0,0
Hawaii,HI,2002,0,0,0,0
Hawaii,HI,2003,0,0,0,0
Hawaii,HI,2004,0,0,0,0
Hawaii,HI,2005,0,0,0,0
Hawaii,HI,2006,0,0,0,0
Hawaii,HI,2007,0,0,0,0
Hawaii,HI,2008,0,0,0,0
Hawaii,HI,2009,0,0,0,0
Hawaii,HI,2010,0,0,0,0
Hawaii,HI,2011,0,0,0,0
Hawaii,HI,2012,0,0,0,0
Hawaii,HI,2013,0,0,0,0
Hawaii,HI,2014,0,0,0,0
Iowa,IA,1990,0,0,0,0
Iowa,IA,1991,5,1,6,1
Iowa,IA,1992,0,0,0,0
Iowa,IA,1993,0,0,0,0
Iowa,IA,1994,0,0,0,0
Iowa,IA,1995,0,0,0,0
Iowa,IA,1996,0,0,0,0
Iowa,IA,1997,0,0,0,0
Iowa,IA,1998,0,0,0,0
Iowa,IA,1999,0,0,0,0
Iowa,IA,2000,0,0,0,0
Iowa,IA,2001,0,0,0,0
Iowa,IA,2002,0,0,0,0
Iowa,IA,2003,0,0,0,0
Iowa,IA,2004,0,0,0,0
Iowa,IA,2005,0,0,0,0
Iowa,IA,2006,0,0,0,0
Iowa,IA,2007,0,0,0,0
Iowa,IA,2008,0,0,0,0
Iowa,IA,2009,1,0,1,1
Iowa,IA,2010,0,0,0,0
Iowa,IA,2011,0,0,0,0
Iowa,IA,2012,0,0,0,0
Iowa,IA,2013,0,0,0,0
Iowa,IA,2014,0,1,1,1
Idaho,ID,1990,0,0,0,0
Idaho,ID,1991,0,0,0,0
Idaho,ID,1992,0,0,0,0
Idaho,ID,1993,0,0,0,0
Idaho,ID,1994,0,0,0,0
Idaho,ID,1995,0,0,0,0
Idaho,ID,1996,0,0,0,0
Idaho,ID,1997,0,0,0,0
Idaho,ID,1998,0,0,0,0
Idaho,ID,1999,0,0,0,0
Idaho,ID,2000,0,0,0,0
Idaho,ID,2001,0,0,0,0
Idaho,ID,2002,0,0,0,0
Idaho,ID,2003,0,0,0,0
Idaho,ID,2004,0,0,0,0
Idaho,ID,2005,0,0,0,0
Idaho,ID,2006,0,0,0,0
Idaho,ID,2007,0,0,0,0
Idaho,ID,2008,0,0,0,0
Idaho,ID,2009,0,0,0,0
Idaho,ID,2010,0,0,0,0
Idaho,ID,2011,0,0,0,0
Idaho,ID,2012,0,0,0,0
Idaho,ID,2013,0,0,0,0
Idaho,ID,2014,0,0,0,0
Illinois,IL,1990,0,0,0,0
Illinois,IL,1991,0,0,0,0
Illinois,IL,1992,0,0,0,0
Illinois,IL,1993,0,0,0,0
Illinois,IL,1994,0,0,0,0
Illinois,IL,1995,0,0,0,0
Illinois,IL,1996,0,0,0,0
Illinois,IL,1997,0,0,0,0
Illinois,IL,1998,0,0,0,0
Illinois,IL,1999,1,0,1,1
Illinois,IL,2000,0,0,0,0
Illinois,IL,2001,0,0,0,0
Illinois,IL,2002,0,0,0,0
Illinois,IL,2003,0,0,0,0
Illinois,IL,2004,0,0,0,0
Illinois,IL,2005,0,0,0,0
Illinois,IL,2006,0,0,0,0
Illinois,IL,2007,0,0,0,0
Illinois,IL,2008,6,21,27,1
Illinois,IL,2009,0,5,5,1
Illinois,IL,2010,0,1,1,1
Illinois,IL,2011,0,0,0,0
Illinois,IL,2012,1,0,1,1
Illinois,IL,2013,1,0,1,1
Illinois,IL,2014,0,1,1,1
Indiana,IN,1990,0,0,0,0
Indiana,IN,1991,0,0,0,0
Indiana,IN,1992,0,0,0,0
Indiana,IN,1993,0,0,0,0
Indiana,IN,1994,0,0,0,0
Indiana,IN,1995,0,0,0,0
Indiana,IN,1996,2,0,2,1
Indiana,IN,1997,0,0,0,0
Indiana,IN,1998,0,0,0,0
Indiana,IN,1999,0,0,0,0
Indiana,IN,2000,0,0,0,0
Indiana,IN,2001,1,0,1,1
Indiana,IN,2002,0,0,0,0
Indiana,IN,2003,0,0,0,0
Indiana,IN,2004,0,0,0,0
Indiana,IN,2005,0,0,0,0
Indiana,IN,2006,0,0,0,0
Indiana,IN,2007,0,0,0,0
Indiana,IN,2008,0,0,0,0
Indiana,IN,2009,0,0,0,0
Indiana,IN,2010,0,0,0,0
Indiana,IN,2011,0,0,0,0
Indiana,IN,2012,0,0,0,0
Indiana,IN,2013,0,0,0,0
Indiana,IN,2014,1,1,2,2
Kansas,KS,1990,0,0,0,0
Kansas,KS,1991,0,0,0,0
Kansas,KS,1992,0,0,0,0
Kansas,KS,1993,0,0,0,0
Kansas,KS,1994,0,0,0,0
Kansas,KS,1995,0,0,0,0
Kansas,KS,1996,0,0,0,0
Kansas,KS,1997,0,0,0,0
Kansas,KS,1998,0,0,0,0
Kansas,KS,1999,0,0,0,0
Kansas,KS,2000,0,0,0,0
Kansas,KS,2001,0,0,0,0
Kansas,KS,2002,0,0,0,0
Kansas,KS,2003,0,0,0,0
Kansas,KS,2004,0,0,0,0
Kansas,KS,2005,0,0,0,0
Kansas,KS,2006,0,0,0,0
Kansas,KS,2007,0,0,0,0
Kansas,KS,2008,0,0,0,0
Kansas,KS,2009,0,0,0,0
Kansas,KS,2010,1,1,2,1
Kansas,KS,2011,0,0,0,0
Kansas,KS,2012,0,0,0,0
Kansas,KS,2013,0,0,0,0
Kansas,KS,2014,0,0,0,0
Kentucky,KY,1990,0,0,0,0
Kentucky,KY,1991,0,0,0,0
Kentucky,KY,1992,0,0,0,0
Kentucky,KY,1993,2,0,2,1
Kentucky,KY,1994,4,0,4,1
Kentucky,KY,1995,0,0,0,0
Kentucky,KY,1996,0,0,0,0
Kentucky,KY,1997,3,5,8,1
Kentucky,KY,1998,0,0,0,0
Kentucky,KY,1999,0,0,0,0
Kentucky,KY,2000,0,0,0,0
Kentucky,KY,2001,0,0,0,0
Kentucky,KY,2002,0,0,0,0
Kentucky,KY,2003,0,0,0,0
Kentucky,KY,2004,0,0,0,0
Kentucky,KY,2005,0,0,0,0
Kentucky,KY,2006,0,0,0,0
Kentucky,KY,2007,0,0,0,0
Kentucky,KY,2008,0,0,0,0
Kentucky,KY,2009,0,0,0,0
Kentucky,KY,2010,0,0,0,0
Kentucky,KY,2011,0,0,0,0
Kentucky,KY,2012,0,0,0,0
Kentucky,KY,2013,3,0,3,1
Kentucky,KY,2014,0,1,1,1
Louisiana,LA,1990,0,0,0,0
Louisiana,LA,1991,0,0,0,0
Louisiana,LA,1992,0,0,0,0
Louisiana,LA,1993,0,0,0,0
Louisiana,LA,1994,0,0,0,0
Louisiana,LA,1995,0,0,0,0
Louisiana,LA,1996,0,0,0,0
Louisiana,LA,1997,0,0,0,0
Louisiana,LA,1998,0,0,0,0
Louisiana,LA,1999,0,0,0,0
Louisiana,LA,2000,0,0,0,0
Louisiana,LA,2001,0,0,0,0
Louisiana,LA,2002,0,0,0,0
Louisiana,LA,2003,1,3,4,1
Louisiana,LA,2004,0,0,0,0
Louisiana,LA,2005,0,0,0,0
Louisiana,LA,2006,0,0,0,0
Louisiana,LA,2007,0,0,0,0
Louisiana,LA,2008,3,0,3,1
Louisiana,LA,2009,1,0,1,1
Louisiana,LA,2010,0,0,0,0
Louisiana,LA,2011,0,0,0,0
Louisiana,LA,2012,0,0,0,0
Louisiana,LA,2013,0,3,3,1
Louisiana,LA,2014,0,0,0,0
Massachusetts,MA,1990,0,0,0,0
Massachusetts,MA,1991,0,0,0,0
Massachusetts,MA,1992,2,4,6,1
Massachusetts,MA,1993,0,0,0,0
Massachusetts,MA,1994,0,0,0,0
Massachusetts,MA,1995,0,0,0,0
Massachusetts,MA,1996,0,0,0,0
Massachusetts,MA,1997,0,0,0,0
Massachusetts,MA,1998,0,0,0,0
Massachusetts,MA,1999,0,0,0,0
Massachusetts,MA,2000,0,0,0,0
Massachusetts,MA,2001,0,0,0,0
Massachusetts,MA,2002,0,0,0,0
Massachusetts,MA,2003,0,0,0,0
Massachusetts,MA,2004,0,0,0,0
Massachusetts,MA,2005,0,0,0,0
Massachusetts,MA,2006,0,0,0,0
Massachusetts,MA,2007,0,0,0,0
Massachusetts,MA,2008,0,0,0,0
Massachusetts,MA,2009,1,0,1,1
Massachusetts,MA,2010,0,0,0,0
Massachusetts,MA,2011,0,0,0,0
Massachusetts,MA,2012,0,0,0,0
Massachusetts,MA,2013,2,1,3,1
Massachusetts,MA,2014,0,0,0,0
Maryland,MD,1990,0,0,0,0
Maryland,MD,1991,0,0,0,0
Maryland,MD,1992,0,0,0,0
Maryland,MD,1993,0,0,0,0
Maryland,MD,1994,0,0,0,0
Maryland,MD,1995,0,0,0,0
Maryland,MD,1996,0,0,0,0
Maryland,MD,1997,0,0,0,0
Maryland,MD,1998,0,0,0,0
Maryland,MD,1999,0,0,0,0
Maryland,MD,2000,0,0,0,0
Maryland,MD,2001,0,0,0,0
Maryland,MD,2002,0,0,0,0
Maryland,MD,2003,0,0,0,0
Maryland,MD,2004,0,0,0,0
Maryland,MD,2005,0,0,0,0
Maryland,MD,2006,0,0,0,0
Maryland,MD,2007,0,0,0,0
Maryland,MD,2008,0,0,0,0
Maryland,MD,2009,0,0,0,0
Maryland,MD,2010,0,0,0,0
Maryland,MD,2011,0,0,0,0
Maryland,MD,2012,0,1,1,1
Maryland,MD,2013,0,0,0,0
Maryland,MD,2014,0,0,0,0
Maine,ME,1990,0,0,0,0
Maine,ME,1991,0,0,0,0
Maine,ME,1992,0,0,0,0
Maine,ME,1993,0,0,0,0
Maine,ME,1994,0,0,0,0
Maine,ME,1995,0,0,0,0
Maine,ME,1996,0,0,0,0
Maine,ME,1997,0,0,0,0
Maine,ME,1998,0,0,0,0
Maine,ME,1999,0,0,0,0
Maine,ME,2000,0,0,0,0
Maine,ME,2001,0,0,0,0
Maine,ME,2002,0,0,0,0
Maine,ME,2003,0,0,0,0
Maine,ME,2004,0,0,0,0
Maine,ME,2005,0,0,0,0
Maine,ME,2006,0,0,0,0
Maine,ME,2007,0,0,0,0
Maine,ME,2008,0,0,0,1
Maine,ME,2009,0,0,0,0
Maine,ME,2010,0,0,0,0
Maine,ME,2011,0,0,0,0
Maine,ME,2012,0,0,0,0
Maine,ME,2013,0,0,0,0
Maine,ME,2014,0,0,0,0
Michigan,MI,1990,0,0,0,0
Michigan,MI,1991,0,0,0,0
Michigan,MI,1992,0,0,0,0
Michigan,MI,1993,1,2,3,1
Michigan,MI,1994,0,0,0,0
Michigan,MI,1995,0,0,0,0
Michigan,MI,1996,0,0,0,0
Michigan,MI,1997,0,0,0,0
Michigan,MI,1998,0,0,0,0
Michigan,MI,1999,0,0,0,0
Michigan,MI,2000,1,0,1,1
Michigan,MI,2001,1,0,1,1
Michigan,MI,2002,0,0,0,0
Michigan,MI,2003,0,0,0,0
Michigan,MI,2004,0,0,0,0
Michigan,MI,2005,0,0,0,0
Michigan,MI,2006,0,0,0,0
Michigan,MI,2007,1,1,2,1
Michigan,MI,2008,0,0,0,0
Michigan,MI,2009,4,0,4,2
Michigan,MI,2010,0,0,0,0
Michigan,MI,2011,0,0,0,0
Michigan,MI,2012,0,0,0,0
Michigan,MI,2013,0,1,1,1
Michigan,MI,2014,1,0,1,1
Minnesota,MN,1990,0,0,0,0
Minnesota,MN,1991,0,0,0,0
Minnesota,MN,1992,0,0,0,0
Minnesota,MN,1993,0,0,0,0
Minnesota,MN,1994,0,0,0,0
Minnesota,MN,1995,0,0,0,0
Minnesota,MN,1996,0,0,0,0
Minnesota,MN,1997,0,0,0,0
Minnesota,MN,1998,0,0,0,0
Minnesota,MN,1999,0,0,0,0
Minnesota,MN,2000,0,0,0,0
Minnesota,MN,2001,0,0,0,0
Minnesota,MN,2002,0,0,0,0
Minnesota,MN,2003,2,0,2,1
Minnesota,MN,2004,0,0,0,0
Minnesota,MN,2005,10,0,10,1
Minnesota,MN,2006,0,0,0,0
Minnesota,MN,2007,0,0,0,0
Minnesota,MN,2008,0,0,0,0
Minnesota,MN,2009,0,0,0,0
Minnesota,MN,2010,0,0,0,0
Minnesota,MN,2011,0,0,0,0
Minnesota,MN,2012,0,0,0,0
Minnesota,MN,2013,0,0,0,0
Minnesota,MN,2014,0,0,0,0
Missouri,MO,1990,0,0,0,0
Missouri,MO,1991,0,0,0,0
Missouri,MO,1992,0,0,0,0
Missouri,MO,1993,0,0,0,0
Missouri,MO,1994,0,0,0,0
Missouri,MO,1995,0,0,0,0
Missouri,MO,1996,1,0,1,1
Missouri,MO,1997,0,0,0,0
Missouri,MO,1998,0,0,0,0
Missouri,MO,1999,0,0,0,0
Missouri,MO,2000,0,0,0,0
Missouri,MO,2001,0,0,0,0
Missouri,MO,2002,0,0,0,0
Missouri,MO,2003,0,0,0,0
Missouri,MO,2004,0,0,0,0
Missouri,MO,2005,0,0,0,0
Missouri,MO,2006,0,0,0,1
Missouri,MO,2007,0,0,0,0
Missouri,MO,2008,0,0,0,0
Missouri,MO,2009,0,0,0,0
Missouri,MO,2010,0,0,0,0
Missouri,MO,2011,0,0,0,0
Missouri,MO,2012,0,0,0,0
Missouri,MO,2013,0,2,2,1
Missouri,MO,2014,0,0,0,0
Mississippi,MS,1990,0,0,0,0
Mississippi,MS,1991,0,0,0,0
Mississippi,MS,1992,0,0,0,0
Mississippi,MS,1993,0,0,0,0
Mississippi,MS,1994,0,0,0,0
Mississippi,MS,1995,0,0,0,0
Mississippi,MS,1996,0,0,0,0
Mississippi,MS,1997,2,7,9,1
Mississippi,MS,1998,0,0,0,0
Mississippi,MS,1999,0,0,0,0
Mississippi,MS,2000,0,0,0,0
Mississippi,MS,2001,0,0,0,0
Mississippi,MS,2002,0,0,0,0
Mississippi,MS,2003,0,0,0,0
Mississippi,MS,2004,0,0,0,0
Mississippi,MS,2005,0,0,0,0
Mississippi,MS,2006,0,0,0,0
Mississippi,MS,2007,0,0,0,0
Mississippi,MS,2008,0,0,0,0
Mississippi,MS,2009,0,0,0,0
Mississippi,MS,2010,0,0,0,0
Mississippi,MS,2011,0,0,0,0
Mississippi,MS,2012,1,0,1,1
Mississippi,MS,2013,1,2,3,1
Mississippi,MS,2014,0,0,0,0
Montana,MT,1990,0,0,0,0
Montana,MT,1991,0,0,0,0
Montana,MT,1992,0,0,0,0
Montana,MT,1993,0,0,0,0
Montana,MT,1994,0,0,0,0
Montana,MT,1995,0,0,0,0
Montana,MT,1996,0,0,0,0
Montana,MT,1997,0,0,0,0
Montana,MT,1998,0,0,0,0
Montana,MT,1999,0,0,0,0
Montana,MT,2000,0,0,0,0
Montana,MT,2001,0,0,0,0
Montana,MT,2002,0,0,0,0
Montana,MT,2003,0,0,0,0
Montana,MT,2004,0,0,0,0
Montana,MT,2005,0,0,0,0
Montana,MT,2006,0,0,0,0
Montana,MT,2007,0,0,0,0
Montana,MT,2008,0,0,0,0
Montana,MT,2009,0,0,0,0
Montana,MT,2010,0,0,0,0
Montana,MT,2011,0,0,0,0
Montana,MT,2012,0,0,0,0
Montana,MT,2013,0,0,0,0
Montana,MT,2014,0,0,0,0
North Carolina,NC,1990,0,0,0,0
North Carolina,NC,1991,0,0,0,0
North Carolina,NC,1992,0,0,0,0
North Carolina,NC,1993,0,0,0,0
North Carolina,NC,1994,1,0,1,1
North Carolina,NC,1995,2,2,4,1
North Carolina,NC,1996,0,0,0,0
North Carolina,NC,1997,0,0,0,0
North Carolina,NC,1998,0,0,0,0
North Carolina,NC,1999,0,0,0,0
North Carolina,NC,2000,0,0,0,0
North Carolina,NC,2001,0,0,0,0
North Carolina,NC,2002,0,0,0,0
North Carolina,NC,2003,0,0,0,0
North Carolina,NC,2004,0,0,0,0
North Carolina,NC,2005,0,0,0,0
North Carolina,NC,2006,3,0,3,1
North Carolina,NC,2007,1,0,1,1
North Carolina,NC,2008,0,0,0,0
North Carolina,NC,2009,0,1,1,1
North Carolina,NC,2010,1,0,1,1
North Carolina,NC,2011,0,0,0,0
North Carolina,NC,2012,1,0,1,1
North Carolina,NC,2013,0,2,2,2
North Carolina,NC,2014,0,2,2,2
North Dakota,ND,1990,0,0,0,0
North Dakota,ND,1991,0,0,0,0
North Dakota,ND,1992,0,0,0,0
North Dakota,ND,1993,0,0,0,0
North Dakota,ND,1994,0,0,0,0
North Dakota,ND,1995,0,0,0,0
North Dakota,ND,1996,0,0,0,0
North Dakota,ND,1997,0,0,0,0
North Dakota,ND,1998,0,0,0,0
North Dakota,ND,1999,0,0,0,0
North Dakota,ND,2000,0,0,0,0
North Dakota,ND,2001,0,0,0,0
North Dakota,ND,2002,0,0,0,0
North Dakota,ND,2003,0,0,0,0
North Dakota,ND,2004,0,0,0,0
North Dakota,ND,2005,0,0,0,0
North Dakota,ND,2006,0,0,0,0
North Dakota,ND,2007,0,0,0,0
North Dakota,ND,2008,0,0,0,0
North Dakota,ND,2009,0,0,0,0
North Dakota,ND,2010,0,0,0,0
North Dakota,ND,2011,0,0,0,0
North Dakota,ND,2012,0,0,0,0
North Dakota,ND,2013,0,0,0,0
North Dakota,ND,2014,0,0,0,0
Nebraska,NE,1990,0,0,0,0
Nebraska,NE,1991,0,0,0,0
Nebraska,NE,1992,0,0,0,1
Nebraska,NE,1993,0,0,0,0
Nebraska,NE,1994,0,0,0,0
Nebraska,NE,1995,0,0,0,0
Nebraska,NE,1996,0,0,0,0
Nebraska,NE,1997,0,0,0,0
Nebraska,NE,1998,0,0,0,0
Nebraska,NE,1999,0,0,0,0
Nebraska,NE,2000,0,0,0,0
Nebraska,NE,2001,0,0,0,0
Nebraska,NE,2002,0,0,0,0
Nebraska,NE,2003,0,0,0,0
Nebraska,NE,2004,0,0,0,0
Nebraska,NE,2005,0,0,0,0
Nebraska,NE,2006,0,0,0,0
Nebraska,NE,2007,0,0,0,0
Nebraska,NE,2008,0,0,0,0
Nebraska,NE,2009,0,0,0,0
Nebraska,NE,2010,0,0,0,0
Nebraska,NE,2011,2,2,4,1
Nebraska,NE,2012,0,0,0,0
