state,state_abbr,year,relinquishment,violent,violenth,violentpartial,dealer,dealerh,residential,theft,ammlicense,ammrecords,permit,permith,registration,registrationh,defactoreg,defactoregh,ammpermit,age21handgunsale,age18longgunsale,age21longgunsale,age21handgunpossess,age18longgunpossess,age21longgunpossess,loststolen,amm18,amm21h,universal,universalh,gunshow,gunshowh,universalpermit,universalpermith,ammbackground,statechecks,statechecksh,waiting,waitingh,assault,onefeature,assaultlist,assaultregister,assaulttransfer,magazine,tenroundlimit,magazinepreowned,onepermonth,gvro,gvrolawenforcement,college,collegeconcealed,elementary,opencarryh,opencarryl,opencarrypermith,opencarrypermitl,permitconcealed,mayissue,nosyg,locked,liability,mcdv,mcdvsurrender,mcdvremovalallowed,mcdvremovalrequired,incidentremoval,incidentall,dvro,exparte,dvrosurrender,expartesurrender,dvroremoval,stalking,lawtotal,population,violent_crime,violent_rate,property_crime,property_rate,unemployment_rate,pcpi_nominal,pcpi_real_2024,ln_population,ln_pcpi_real_2024,homicide,homicide_rate,robbery,robbery_rate,rape,rape_rate,aggravated_assault,aggravated_assault_rate,burglary,burglary_rate,larceny,larceny_rate,motor_vehicle_theft,motor_vehicle_theft_rate,ownership_fss,firearm_suicide_rate,total_suicide_rate,firearm_homicide_rate,nonfirearm_homicide_rate,homicide_rate_kalesan,firearm_suicides,total_suicides,ownership_rand,ownership_rand_se
Alabama,AL,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4030222.0,24329.0,603.6640165231593,166244.0,4124.934060704348,6.983333333333333,14975.0,37901.94348820009,15.209332019254276,10.542757669127807,421,10.223409422049539,5515,133.92423506556582,1276,30.985915492957748,17117,415.66294317629917,47224,1146.7702768334143,106771,2592.7877610490527,12249,297.4502185526955,0.78458498,9.861107174809932,12.568564812226262,8.494958826,4.023927865,12.51888669,397.0,506.0,0.627,0.031
Alabama,AL,1990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4048508.0,28630.0,707.1740996930226,169974.0,4198.4355718205325,6.825,15860.0,38078.343695388736,15.213858976146865,10.547400992565146,467,11.55772663724355,5805,143.667244388006,1319,32.64377180840309,21039,520.6916717793727,44585,1103.4287839860892,111336,2755.4412267326506,14053,347.796000927588,0.842412451,10.716264740741877,12.720923964760567,9.429323017,4.157811724,13.58713474,433.0,514.0,0.641,0.031
Alabama,AL,1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4091025.0,34518.0,843.7494270995655,184882.0,4519.209733501995,7.266666666666667,16585.0,38208.20632190943,15.224306107868175,10.550805596703915,469,11.469797016385424,6246,152.75128393250182,1455,35.58327219369039,26348,644.3629249205185,51873,1268.5986793837124,118151,2889.4839814135485,14858,363.36512594766447,0.786641929,10.389003749180732,13.206775992472677,10.36450138,4.018388243,14.38288962,424.0,539.0,0.632,0.031
Alabama,AL,1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4139269.0,36052.0,870.9750441442679,181837.0,4392.973735217499,7.533333333333334,17574.0,39291.54776504128,15.23602976016286,10.578764705134748,455,11.000967117988395,6819,164.86943907156675,1704,41.19922630560928,27074,654.5938104448743,49053,1186.0009671179885,117801,2848.18665377176,14983,362.25822050290134,0.757170172,9.607244211489798,12.688355360124154,9.388897752,3.760411244,13.149309,396.0,523.0,0.552,0.047
Alabama,AL,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4193114.0,32676.0,779.2776442519807,171598.0,4092.376214908538,7.25,18116.0,39335.2205387322,15.248954213954068,10.579875593426976,484,11.559589204681156,6677,159.46978743730594,1471,35.132553140673515,24044,574.2536422259375,45578,1088.559828039169,111878,2672.0324814903274,14142,337.7597325053738,0.778584392,10.306205039330665,13.237107171727729,9.897800644,4.035996379,13.93379702,429.0,551.0,0.6,0.031
Alabama,AL,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4232965.0,28844.0,681.4136190589811,178015.0,4205.444646955503,6.166666666666667,18963.0,40132.62495867769,15.25841325110129,10.59994487250169,501,11.874851860630482,7223,171.20170656553685,1487,35.245318795923204,19633,465.3472386821521,44064,1044.41810855653,119951,2843.114482104764,14000,331.832187722209,0.75,9.4927850313388,12.657046708451734,10.27790259,3.949379236,14.22728183,399.0,532.0,0.571,0.036
Alabama,AL,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4262731.0,26894.0,630.9100902684218,179294.0,4206.082907882294,5.8500000000000005,19874.0,40912.85594006344,15.26542059265388,10.619199618803696,475,11.168586879849519,7900,185.7512344227604,1350,31.742299553256522,17169,403.6915118739713,43586,1024.8295320949917,120967,2844.274629673172,14741,346.60239830707735,0.763765542,10.13232462507159,13.266276195151873,9.425418256,2.992570296,12.41798855,430.0,563.0,0.554,0.047
Alabama,AL,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4290403.0,24159.0,563.0939564418541,181803.0,4237.434105840407,5.191666666666666,20599.0,41195.57053710886,15.27189122588611,10.626086018322647,444,10.390826117481863,7124,166.721273110227,1397,32.69365785162649,15194,355.5815586239176,42821,1002.1296512988532,123350,2886.7306342148377,15632,365.83196817224433,0.779727096,9.335989858127498,11.973406993048515,8.915870315,3.360956349,12.27682666,400.0,513.0,0.568,0.031
Alabama,AL,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4320281.0,24379.0,564.2919985991651,186809.0,4324.001147147605,4.95,21487.0,41989.92373254426,15.278831004401171,10.645184957352328,426,9.863394304237092,6931,160.47696225978237,1396,32.32229682796944,15626,361.7967122018986,43786,1013.7994906228292,127616,2954.758045843945,15407,356.7260940032415,0.763671875,9.040157048105266,11.837750405703058,8.577744923,3.306246695,11.88399162,391.0,512.0,0.557,0.029
Alabama,AL,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4351037.0,22286.0,512.1997353734293,177779.0,4085.899522343754,4.458333333333333,22651.0,43590.26945350443,15.285924765458892,10.682589226757369,354,8.134191176470589,5698,130.92830882352942,1443,33.15716911764706,14791,339.86672794117646,41965,964.2693014705883,120943,2779.021139705882,14871,341.7049632352941,0.76801406,10.009626191082527,13.033128839189834,7.467135328,2.908976033,10.37611136,437.0,569.0,0.577,0.036
Alabama,AL,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4369862.0,21421.0,490.1985463156502,171398.0,3922.274891060633,4.733333333333333,23296.0,43869.40964882441,15.290241987625778,10.688972537238724,345,7.894986157457604,5297,121.21664253928385,1513,34.62351900357494,14266,326.46339861533386,38648,884.4215217780333,119616,2737.294678870866,13134,300.5586904117338,0.783783784,9.871895252065455,12.595176700911097,6.649345538,3.290631751,9.939977288,435.0,555.0,0.537,0.036
Alabama,AL,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4452173.0,21620.0,485.6055683370794,180539.0,4055.076026919888,4.641666666666667,24258.0,44193.13822968591,15.308902849562386,10.69632481234198,329,7.398079647410673,5702,128.2183895122664,1482,33.32508825976479,14107,317.21796226754515,40331,906.9056238897258,127399,2864.7658024330462,12809,288.03040183490367,0.732418525,9.601762946639383,13.109666973983044,6.611049898,3.372984642,9.984034539,427.0,583.0,0.538,0.026
Alabama,AL,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4467634.0,19582.0,438.3080619406156,173253.0,3877.958668950948,5.15,25046.0,44378.729766062606,15.312369519969923,10.700515574311824,379,8.480811436877701,5584,124.95211362407673,1369,30.633854504183567,12250,274.1159369439362,40642,909.4383599408536,119992,2685.0383270021875,12619,282.372980269023,0.755859375,8.653030255521298,11.44793666880337,6.752493894,2.750187911,9.502681805,387.0,512.0,0.522,0.021
Alabama,AL,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4480089.0,19931.0,444.8795548481291,180400.0,4026.705719462269,5.891666666666667,25671.0,44771.7511295404,15.315153470265267,10.709332664375385,303,6.765059961204726,5962,133.11316002872135,1664,37.152012460213406,12002,267.96782064151523,42578,950.6360495979367,123932,2767.021158785558,13890,310.12106554829586,0.741245136,8.47091467413443,11.42795312993464,6.49214458,2.756938109,9.249082689,381.0,514.0,0.553,0.02
Alabama,AL,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4503491.0,19331.0,429.2447792168343,182241.0,4046.660690562055,5.95,26700.0,45520.33179347827,15.320363431758285,10.725914357734068,299,6.638947396000557,6038,134.06677049181056,1656,36.769554808618466,11338,251.74710894934552,43245,960.2049503011507,124039,2754.141792817769,14957,332.1027966621415,0.765834933,8.82145182525566,11.518737847013032,7.119066385,2.476197004,9.595263389,399.0,521.0,0.504,0.032
Alabama,AL,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4530729.0,19324.0,426.5097294497199,182340.0,4024.517908707407,5.575,28385.0,47135.67847280427,15.32639341166415,10.76078549797306,254,5.612794519791177,6042,133.51379719912714,1742,38.49404745463083,11286,249.39369665497335,44666,987.0121260669005,123650,2732.3702455597604,14024,309.8969698643759,0.693160813,8.244681630098533,11.894327365022152,5.760284232,2.352482492,8.112766724,375.0,541.0,0.516,0.018
Alabama,AL,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4569805.0,19678.0,430.6091835428427,177393.0,3881.850538480308,4.458333333333333,29780.0,47841.91568794811,15.33498109237577,10.775657431467188,374,8.222803681441551,6447,141.74442602741624,1564,34.386269940573754,11293,248.28909618855462,43473,955.8019904901297,120780,2655.4818947714184,13140,288.8974341554598,0.689719626,8.067851579813453,11.697291585908394,6.974646759,2.492506992,9.467153751,369.0,535.0,0.485,0.044
Alabama,AL,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4628981.0,19553.0,422.4039804872822,181249.0,3915.5269809921447,4.008333333333333,31264.0,48658.16917848431,15.347847315446764,10.79257499085542,382,8.30609932964125,7062,153.55411902075002,1646,35.79015575023429,10463,227.50449551318428,44780,973.6835811029716,121451,2640.795993937852,15018,326.5471197187233,0.689655172,8.69748620904843,12.611355003120224,7.240657269,2.435296139,9.675953408,400.0,580.0,0.468,0.035
Alabama,AL,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4672840.0,20775.0,444.5904417870075,184082.0,3939.403018292944,4.066666666666666,32516.0,49194.58189403287,15.357277581849653,10.803538772311272,412,8.90262024425592,7398,159.85821496845944,1548,33.44965082065088,11417,246.7019789530821,45379,980.5631166604111,124465,2689.4772541294005,14238,307.6589976643587,0.668918919,8.556887419236272,12.792114525726952,8.167937991,2.20404676,10.37198475,396.0,592.0,0.481,0.032
Alabama,AL,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4718206.0,21110.0,447.41581863954224,190416.0,4035.7712232149256,5.916666666666667,33441.0,48734.83516121053,15.36693920056546,10.794149354416366,351,7.529119028722196,7346,157.5752375640833,1618,34.70687916943736,11795,253.0084300392544,50411,1081.3402260880755,126539,2714.322486539823,13466,288.85218473154725,0.701986755,9.095004182843905,12.956090864239904,7.486218066,2.252300564,9.73851863,424.0,604.0,0.503,0.035
Alabama,AL,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4757938.0,21194.0,445.4450646477529,178007.0,3741.2635473602218,9.733333333333333,32717.0,47832.959071391066,15.37532493907498,10.775470201191617,322,6.838393886390917,6265,133.05135931130152,1504,31.94082113395012,13103,278.2716617806838,48844,1037.3121459219813,118072,2507.5243569998393,11091,235.54231861478777,0.711738484,10.172641837208847,14.292667967518902,6.732207646,2.017538569,8.749746215,479.0,673.0,0.482,0.032
Alabama,AL,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4785514.0,18363.0,383.7205366027558,168828.0,3527.8968988493198,10.375,33848.0,48689.66521024382,15.381103996117949,10.793222073208227,275,5.746644847526885,4864,101.6424746849846,1355,28.31528643054156,11869,248.02519161926034,42484,887.7834898266624,115564,2414.9282369439884,10780,225.26847802305386,0.668630339,9.49843254941277,14.205805508923504,5.9208291,2.259539021,8.180368121,454.0,679.0,0.456,0.028
Alabama,AL,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4799642.0,20166.0,420.1563366601093,173192.0,3608.43579583644,9.558333333333334,34884.0,48652.41369713191,15.384051889763311,10.792456699890778,299,6.2243829690056955,4906,102.12984229412021,1370,28.519748051965895,13591,282.92839107610837,51119,1064.161314356529,111411,2319.2800366551623,10662,221.95441878106598,0.691131498,9.411294386121256,13.617226833016153,6.079862745,2.082144776,8.162007521,452.0,654.0,0.513,0.032
Alabama,AL,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4816632.0,21693.0,450.3769438894231,168878.0,3506.142881581985,8.174999999999999,35559.0,48586.53863746823,15.38758548659687,10.79110178875363,342,7.0990765388390065,5020,104.20281937126259,1296,26.90176372612676,15035,312.0895197703054,47481,985.5884594754821,111523,2314.942435207434,9874,204.9598881418022,0.690607735,10.369091976541796,15.01444518203252,6.34588429,2.053080211,8.398964501,500.0,724.0,0.543,0.026
Alabama,AL,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4831586.0,20834.0,431.2041636017655,161835.0,3349.5212545114587,7.358333333333333,35706.0,48082.518113729566,15.390685336118205,10.780673941251326,346,7.157639352618414,4645,96.09027396795528,2055,42.51141291800821,13788,285.22985951994997,42410,877.3279911692107,108862,2252.00848325071,10563,218.51486844424363,0.699029126,10.426747752560036,14.916041923801162,6.558093328,2.068799157,8.626892486,504.0,721.0,0.516,0.032
